New Particle?	Particle Number	Upper X	Upper Y	Upper Z	Center X	Center Y	Center Z	Lower X	Lower Y	Lower Z	Chromosome Number	Damage Type	N Direct	N In-direct	BD	SSB	DSB
N	13	1.054596	-2.666923	3.289619	1.054596	-2.666923	3.289619	1.054596	-2.666923	3.289619	39	In-direct	0	1	0	1	0
N	13	0.535065	-2.560660	3.591001	0.536114	-2.559866	3.591045	0.534016	-2.561453	3.590956	42	In-direct	0	2	0	2	0
N	13	0.791195	-2.618541	3.448420	0.791195	-2.618541	3.448420	0.791195	-2.618541	3.448420	42	In-direct	0	1	0	1	0
N	13	0.783730	-2.613599	3.450440	0.783730	-2.613599	3.450440	0.783730	-2.613599	3.450440	42	In-direct	0	1	0	1	0
N	13	0.635872	-2.589299	3.536794	0.635872	-2.589299	3.536794	0.635872	-2.589299	3.536794	42	In-direct	0	1	0	1	0
N	13	0.531599	-2.556352	3.581508	0.531599	-2.556352	3.581508	0.531599	-2.556352	3.581508	42	In-direct	0	1	0	1	0
N	13	0.535673	-2.563304	3.589809	0.535673	-2.563304	3.589809	0.535673	-2.563304	3.589809	42	In-direct	0	1	0	1	0
N	13	0.540520	-2.563314	3.583593	0.540520	-2.563314	3.583593	0.540520	-2.563314	3.583593	42	In-direct	0	1	0	1	0
N	13	0.033168	-2.463240	3.863928	0.033607	-2.462935	3.864279	0.032730	-2.463546	3.863577	44	In-direct	0	2	1	1	0
N	13	0.030528	-2.460470	3.866407	0.030528	-2.460470	3.866407	0.030528	-2.460470	3.866407	44	Direct	1	0	0	1	0
N	13	0.029060	-2.462286	3.865221	0.029060	-2.462286	3.865221	0.029060	-2.462286	3.865221	44	Direct	1	0	0	1	0
Y	14	-0.192037	4.45652	-0.735102	-0.191277	4.45726	-0.734432	-0.192798	4.45578	-0.735772	12	Hybrid	2	1	0	3	1
N	14	-0.810404	4.348032	-0.587721	-0.809813	4.348685	-0.587476	-0.810995	4.347379	-0.587967	12	Hybrid	1	2	1	2	1
N	14	0.027092	4.504127	-0.776411	0.027374	4.504363	-0.775741	0.026810	4.503891	-0.777081	12	In-direct	0	2	0	2	1
N	14	-0.261321	4.447728	-0.714137	-0.260707	4.447970	-0.713489	-0.261934	4.447486	-0.714785	12	Hybrid	1	2	0	3	0
N	14	0.029946	4.505228	-0.775728	0.031059	4.505322	-0.775051	0.028833	4.505134	-0.776406	12	Hybrid	2	1	1	2	0
N	14	0.208562	4.539796	-0.817529	0.209074	4.540203	-0.817395	0.208049	4.539389	-0.817662	12	Hybrid	1	1	0	2	0
N	14	-0.265764	4.456844	-0.723525	-0.265623	4.456968	-0.723404	-0.265905	4.456720	-0.723646	12	Hybrid	1	1	0	2	0
N	14	-0.246401	4.460884	-0.717364	-0.246368	4.460886	-0.717169	-0.246435	4.460882	-0.717559	12	Hybrid	1	1	0	2	0
N	14	-0.240222	4.455408	-0.716398	-0.239681	4.455511	-0.716278	-0.240763	4.455304	-0.716519	12	Hybrid	2	1	2	1	0
N	14	0.017609	4.499452	-0.772627	0.017609	4.499452	-0.772627	0.017609	4.499452	-0.772627	12	In-direct	0	1	0	1	0
N	14	0.231841	4.548348	-0.823955	0.231841	4.548348	-0.823955	0.231841	4.548348	-0.823955	12	In-direct	0	1	0	1	0
N	14	0.227549	4.541633	-0.822576	0.227549	4.541633	-0.822576	0.227549	4.541633	-0.822576	12	In-direct	0	1	0	1	0
N	14	0.216011	4.538580	-0.817534	0.216011	4.538580	-0.817534	0.216011	4.538580	-0.817534	12	In-direct	0	1	0	1	0
N	14	0.213974	4.538896	-0.814647	0.213974	4.538896	-0.814647	0.213974	4.538896	-0.814647	12	In-direct	0	1	0	1	0
N	14	-0.258227	4.448844	-0.716675	-0.258227	4.448844	-0.716675	-0.258227	4.448844	-0.716675	12	In-direct	0	1	0	1	0
N	14	-0.246034	4.453630	-0.715484	-0.246034	4.453630	-0.715484	-0.246034	4.453630	-0.715484	12	In-direct	0	1	0	1	0
N	14	-0.266427	4.455741	-0.703946	-0.266427	4.455741	-0.703946	-0.266427	4.455741	-0.703946	12	In-direct	0	1	0	1	0
N	14	-0.267930	4.453737	-0.711363	-0.267930	4.453737	-0.711363	-0.267930	4.453737	-0.711363	12	In-direct	0	1	0	1	0
N	14	-0.266667	4.455634	-0.718776	-0.266667	4.455634	-0.718776	-0.266667	4.455634	-0.718776	12	In-direct	0	1	0	1	0
N	14	-0.192660	4.452643	-0.742104	-0.192660	4.452643	-0.742104	-0.192660	4.452643	-0.742104	12	In-direct	0	1	0	1	0
N	14	-0.171896	4.468363	-0.731518	-0.171896	4.468363	-0.731518	-0.171896	4.468363	-0.731518	12	In-direct	0	1	0	1	0
N	14	-0.187558	4.463132	-0.726651	-0.187558	4.463132	-0.726651	-0.187558	4.463132	-0.726651	12	In-direct	0	1	0	1	0
N	14	-0.774575	4.357165	-0.594526	-0.774575	4.357165	-0.594526	-0.774575	4.357165	-0.594526	12	Direct	1	0	0	1	0
N	14	-0.790618	4.352713	-0.591612	-0.790618	4.352713	-0.591612	-0.790618	4.352713	-0.591612	12	Direct	1	0	1	0	0
N	14	-1.753024	4.173661	-0.356632	-1.752560	4.174372	-0.356361	-1.753489	4.172950	-0.356903	16	Hybrid	1	1	0	2	1
N	14	-1.327382	4.253258	-0.460967	-1.327158	4.253681	-0.460244	-1.327606	4.252835	-0.461690	16	Hybrid	1	1	0	2	0
N	14	-1.065267	4.306249	-0.504288	-1.065267	4.306249	-0.504288	-1.065267	4.306249	-0.504288	16	In-direct	0	1	0	1	0
N	14	-1.331599	4.253128	-0.460662	-1.331599	4.253128	-0.460662	-1.331599	4.253128	-0.460662	16	In-direct	0	1	0	1	0
N	14	-1.327150	4.253829	-0.461767	-1.327141	4.253977	-0.461690	-1.327158	4.253681	-0.461844	16	Direct	2	0	0	2	0
N	14	-1.284612	4.262868	-0.475647	-1.284612	4.262868	-0.475647	-1.284612	4.262868	-0.475647	16	Direct	1	0	0	1	0
N	14	-1.750032	4.172447	-0.360336	-1.750032	4.172447	-0.360336	-1.750032	4.172447	-0.360336	16	In-direct	0	1	0	1	0
N	14	-1.763168	4.168376	-0.349861	-1.763168	4.168376	-0.349861	-1.763168	4.168376	-0.349861	16	In-direct	0	1	0	1	0
N	14	-1.749719	4.175057	-0.363268	-1.749719	4.175057	-0.363268	-1.749719	4.175057	-0.363268	16	In-direct	0	1	0	1	0
Y	16	4.17453	0.829283	-0.245559	4.17484	0.82966	-0.245192	4.17421	0.828907	-0.245926	12	Hybrid	2	1	0	3	1
N	16	3.891896	0.869527	-0.203435	3.892095	0.869580	-0.203357	3.891697	0.869475	-0.203513	12	Hybrid	1	1	0	2	1
N	16	3.527855	0.913731	-0.144612	3.528132	0.914373	-0.143983	3.527579	0.913089	-0.145242	12	Hybrid	2	2	1	3	0
N	16	4.159202	0.829850	-0.246111	4.159661	0.829948	-0.246032	4.158742	0.829752	-0.246190	12	Direct	2	0	0	2	0
N	16	3.526457	0.907160	-0.144317	3.526481	0.907382	-0.144268	3.526433	0.906938	-0.144367	12	Hybrid	1	1	1	1	0
N	16	3.526382	0.903746	-0.141297	3.526382	0.903746	-0.141297	3.526382	0.903746	-0.141297	12	In-direct	0	1	0	1	0
N	16	3.531110	0.917128	-0.144469	3.531110	0.917128	-0.144469	3.531110	0.917128	-0.144469	12	Direct	1	0	0	1	0
N	16	3.532362	0.926516	-0.138994	3.532362	0.926516	-0.138994	3.532362	0.926516	-0.138994	12	Direct	1	0	0	1	0
N	16	3.534651	0.922462	-0.145425	3.534651	0.922462	-0.145425	3.534651	0.922462	-0.145425	12	In-direct	0	1	0	1	0
N	16	3.536085	0.920852	-0.137907	3.536085	0.920852	-0.137907	3.536085	0.920852	-0.137907	12	In-direct	0	1	0	1	0
N	16	3.670323	0.903040	-0.165311	3.670323	0.903040	-0.165311	3.670323	0.903040	-0.165311	12	Direct	1	0	0	1	0
N	16	3.926079	0.861128	-0.215939	3.926079	0.861128	-0.215939	3.926079	0.861128	-0.215939	12	In-direct	0	1	0	1	0
N	16	3.812557	0.880358	-0.192492	3.812557	0.880358	-0.192492	3.812557	0.880358	-0.192492	12	In-direct	0	1	0	1	0
N	16	3.812432	0.877760	-0.190414	3.812432	0.877760	-0.190414	3.812432	0.877760	-0.190414	12	Direct	1	0	0	1	0
N	16	3.813612	0.879356	-0.184141	3.813612	0.879356	-0.184141	3.813612	0.879356	-0.184141	12	In-direct	0	1	0	1	0
N	16	3.819334	0.880257	-0.190912	3.819334	0.880257	-0.190912	3.819334	0.880257	-0.190912	12	In-direct	0	1	0	1	0
N	16	3.816633	0.876831	-0.194184	3.816633	0.876831	-0.194184	3.816633	0.876831	-0.194184	12	In-direct	0	1	0	1	0
N	16	3.812637	0.876572	-0.191935	3.812637	0.876572	-0.191935	3.812637	0.876572	-0.191935	12	In-direct	0	1	0	1	0
N	16	3.792035	0.882601	-0.182304	3.792035	0.882601	-0.182304	3.792035	0.882601	-0.182304	12	In-direct	0	1	0	1	0
N	16	4.210850	0.823450	-0.253212	4.210850	0.823450	-0.253212	4.210850	0.823450	-0.253212	12	In-direct	0	1	0	1	0
N	16	4.202255	0.820127	-0.255559	4.202255	0.820127	-0.255559	4.202255	0.820127	-0.255559	12	In-direct	0	1	0	1	0
N	16	4.206541	0.819018	-0.254943	4.206541	0.819018	-0.254943	4.206541	0.819018	-0.254943	12	In-direct	0	1	0	1	0
N	16	4.199691	0.824277	-0.252730	4.199691	0.824277	-0.252730	4.199691	0.824277	-0.252730	12	In-direct	0	1	0	1	0
N	16	4.139499	0.832702	-0.243062	4.139499	0.832702	-0.243062	4.139499	0.832702	-0.243062	12	Direct	1	0	0	1	0
N	16	4.137187	0.833043	-0.242693	4.137187	0.833043	-0.242693	4.137187	0.833043	-0.242693	12	In-direct	0	1	0	1	0
N	16	4.114030	0.835922	-0.238073	4.114030	0.835922	-0.238073	4.114030	0.835922	-0.238073	12	Direct	1	0	0	1	0
N	16	4.115301	0.835180	-0.239944	4.115301	0.835180	-0.239944	4.115301	0.835180	-0.239944	12	In-direct	0	1	0	1	0
N	16	3.526944	0.902747	-0.136417	3.526944	0.902747	-0.136417	3.526944	0.902747	-0.136417	12	Direct	1	0	1	0	0
N	16	0.351536	1.444525	0.437739	0.352484	1.445137	0.437950	0.350588	1.443914	0.437527	16	In-direct	0	3	1	2	1
N	16	0.498813	1.420287	0.409236	0.500114	1.420494	0.409309	0.497513	1.420080	0.409163	16	Direct	2	0	0	2	1
N	16	0.224489	1.464294	0.462301	0.224707	1.464731	0.462744	0.224271	1.463856	0.461858	16	Hybrid	1	1	0	2	0
N	16	0.092478	1.482812	0.486731	0.093338	1.483085	0.487361	0.091618	1.482539	0.486102	16	In-direct	0	2	0	2	0
N	16	0.495362	1.422017	0.409327	0.495362	1.422017	0.409327	0.495362	1.422017	0.409327	16	In-direct	0	1	0	1	0
N	16	0.497301	1.420552	0.409505	0.497513	1.420610	0.409701	0.497089	1.420494	0.409309	16	Direct	2	0	0	2	1
N	16	0.500225	1.420242	0.408876	0.500337	1.420403	0.409163	0.500114	1.420080	0.408588	16	Direct	2	0	0	2	1
N	16	0.472923	1.424625	0.414531	0.472923	1.424625	0.414531	0.472923	1.424625	0.414531	16	In-direct	0	1	0	1	0
N	16	0.482363	1.426902	0.409901	0.482363	1.426902	0.409901	0.482363	1.426902	0.409901	16	Direct	1	0	0	1	0
N	16	0.367584	1.445143	0.433363	0.367584	1.445143	0.433363	0.367584	1.445143	0.433363	16	In-direct	0	1	0	1	0
N	16	0.367318	1.440428	0.437372	0.367318	1.440428	0.437372	0.367318	1.440428	0.437372	16	In-direct	0	1	0	1	0
N	16	0.231476	1.459763	0.458337	0.231476	1.459763	0.458337	0.231476	1.459763	0.458337	16	In-direct	0	1	0	1	0
N	16	0.216491	1.467606	0.462349	0.216491	1.467606	0.462349	0.216491	1.467606	0.462349	16	In-direct	0	1	0	1	0
N	16	0.219392	1.468747	0.463400	0.219392	1.468747	0.463400	0.219392	1.468747	0.463400	16	Direct	1	0	0	1	0
N	16	0.222301	1.465544	0.463006	0.222301	1.465544	0.463006	0.222301	1.465544	0.463006	16	Direct	1	0	0	1	0
N	16	0.239442	1.480920	0.460392	0.239442	1.480920	0.460392	0.239442	1.480920	0.460392	16	In-direct	0	1	0	1	0
N	16	0.108748	1.483391	0.485159	0.108748	1.483391	0.485159	0.108748	1.483391	0.485159	16	In-direct	0	1	0	1	0
N	16	0.101008	1.485389	0.486561	0.101008	1.485389	0.486561	0.101008	1.485389	0.486561	16	In-direct	0	1	0	1	0
N	16	-0.187069	1.531212	0.539608	-0.187069	1.531212	0.539608	-0.187069	1.531212	0.539608	16	Direct	1	0	0	1	0
N	16	-0.172330	1.524426	0.541580	-0.172330	1.524426	0.541580	-0.172330	1.524426	0.541580	16	In-direct	0	1	0	1	0
N	16	0.085460	1.487582	0.489351	0.085460	1.487582	0.489351	0.085460	1.487582	0.489351	16	Direct	1	0	1	0	0
N	16	2.061749	1.150319	0.124028	2.062578	1.150684	0.124885	2.060919	1.149954	0.123170	18	Hybrid	2	2	1	3	1
N	16	2.079360	1.147081	0.120256	2.080322	1.147315	0.120549	2.078398	1.146847	0.119963	18	Hybrid	3	1	2	2	1
N	16	2.085861	1.146118	0.117480	2.086015	1.146286	0.117685	2.085707	1.145949	0.117274	18	Hybrid	1	1	0	2	1
N	16	4.472293	0.785523	-0.290954	4.472592	0.785897	-0.290907	4.471994	0.785149	-0.291001	18	Hybrid	1	1	0	2	0
N	16	4.440985	0.790255	-0.287049	4.441487	0.790394	-0.286987	4.440484	0.790116	-0.287111	18	Direct	2	0	0	2	0
N	16	4.406042	0.795089	-0.282525	4.406055	0.795089	-0.282522	4.406028	0.795088	-0.282529	18	Hybrid	1	1	0	2	0
N	16	1.691646	1.212063	0.187578	1.691826	1.212357	0.188368	1.691465	1.211769	0.186788	18	Direct	2	0	0	2	0
N	16	4.485130	0.784743	-0.290710	4.485130	0.784743	-0.290710	4.485130	0.784743	-0.290710	18	In-direct	0	1	0	1	0
N	16	4.468639	0.796684	-0.282825	4.468639	0.796684	-0.282825	4.468639	0.796684	-0.282825	18	In-direct	0	1	0	1	0
N	16	4.472794	0.785798	-0.284191	4.472794	0.785798	-0.284191	4.472794	0.785798	-0.284191	18	In-direct	0	1	0	1	0
N	16	4.461168	0.787263	-0.288506	4.461168	0.787263	-0.288506	4.461168	0.787263	-0.288506	18	Direct	1	0	0	1	0
N	16	4.465550	0.789619	-0.290494	4.465550	0.789619	-0.290494	4.465550	0.789619	-0.290494	18	In-direct	0	1	0	1	0
N	16	4.445015	0.790002	-0.288362	4.445015	0.790002	-0.288362	4.445015	0.790002	-0.288362	18	Direct	1	0	0	1	0
N	16	4.436388	0.790872	-0.281029	4.436388	0.790872	-0.281029	4.436388	0.790872	-0.281029	18	In-direct	0	1	0	1	0
N	16	4.434190	0.787056	-0.282489	4.434190	0.787056	-0.282489	4.434190	0.787056	-0.282489	18	In-direct	0	1	0	1	0
N	16	4.429394	0.790174	-0.287212	4.429394	0.790174	-0.287212	4.429394	0.790174	-0.287212	18	In-direct	0	1	0	1	0
N	16	4.422474	0.791830	-0.282436	4.422474	0.791830	-0.282436	4.422474	0.791830	-0.282436	18	In-direct	0	1	0	1	0
N	16	4.400912	0.793589	-0.278093	4.400912	0.793589	-0.278093	4.400912	0.793589	-0.278093	18	In-direct	0	1	0	1	0
N	16	4.399023	0.797191	-0.275799	4.399023	0.797191	-0.275799	4.399023	0.797191	-0.275799	18	In-direct	0	1	0	1	0
N	16	2.354040	1.106033	0.069840	2.354040	1.106033	0.069840	2.354040	1.106033	0.069840	18	In-direct	0	1	0	1	0
N	16	2.358230	1.099651	0.071634	2.358230	1.099651	0.071634	2.358230	1.099651	0.071634	18	In-direct	0	1	0	1	0
N	16	2.351835	1.101425	0.069881	2.351835	1.101425	0.069881	2.351835	1.101425	0.069881	18	In-direct	0	1	0	1	0
N	16	2.337041	1.099948	0.074037	2.337041	1.099948	0.074037	2.337041	1.099948	0.074037	18	In-direct	0	1	0	1	0
N	16	2.061786	1.147262	0.120570	2.061786	1.147262	0.120570	2.061786	1.147262	0.120570	18	In-direct	0	1	0	1	0
N	16	2.063498	1.151139	0.121688	2.063498	1.151139	0.121688	2.063498	1.151139	0.121688	18	In-direct	0	1	0	1	0
N	16	2.077884	1.150636	0.122981	2.077884	1.150636	0.122981	2.077884	1.150636	0.122981	18	In-direct	0	1	0	1	0
N	16	2.082344	1.143209	0.118764	2.082344	1.143209	0.118764	2.082344	1.143209	0.118764	18	In-direct	0	1	0	1	0
N	16	1.802079	1.196013	0.171195	1.802079	1.196013	0.171195	1.802079	1.196013	0.171195	18	In-direct	0	1	0	1	0
N	16	1.803070	1.197399	0.167728	1.803070	1.197399	0.167728	1.803070	1.197399	0.167728	18	In-direct	0	1	0	1	0
N	16	1.808363	1.193231	0.165106	1.808363	1.193231	0.165106	1.808363	1.193231	0.165106	18	In-direct	0	1	0	1	0
N	16	1.685797	1.215290	0.188325	1.685797	1.215290	0.188325	1.685797	1.215290	0.188325	18	Direct	1	0	0	1	0
N	16	1.689642	1.213910	0.190334	1.689642	1.213910	0.190334	1.689642	1.213910	0.190334	18	Direct	1	0	0	1	0
N	16	1.664955	1.214875	0.192508	1.664955	1.214875	0.192508	1.664955	1.214875	0.192508	18	In-direct	0	1	0	1	0
N	16	1.668597	1.214060	0.198332	1.668597	1.214060	0.198332	1.668597	1.214060	0.198332	18	In-direct	0	1	0	1	0
N	16	-1.895904	1.806136	0.837781	-1.894967	1.806303	0.837933	-1.896840	1.805970	0.837629	23	Direct	3	0	1	2	1
N	16	-1.914514	1.809035	0.840765	-1.914514	1.809035	0.840765	-1.914514	1.809035	0.840765	23	In-direct	0	1	0	1	0
N	16	-1.909351	1.808363	0.840129	-1.909351	1.808363	0.840129	-1.909351	1.808363	0.840129	23	In-direct	0	1	0	1	0
N	16	-2.031826	1.827292	0.860692	-2.031826	1.827292	0.860692	-2.031826	1.827292	0.860692	23	Direct	1	0	0	1	0
N	16	-2.045611	1.828663	0.862826	-2.045611	1.828663	0.862826	-2.045611	1.828663	0.862826	23	Direct	1	0	0	1	0
N	16	-2.049764	1.833749	0.867193	-2.049764	1.833749	0.867193	-2.049764	1.833749	0.867193	23	Direct	1	0	0	1	0
N	16	-2.665505	1.924204	0.970377	-2.665505	1.924204	0.970377	-2.665505	1.924204	0.970377	23	In-direct	0	1	0	1	0
N	16	-3.658762	2.175337	1.244855	-3.658762	2.175337	1.244855	-3.658762	2.175337	1.244855	23	In-direct	0	1	0	1	0
N	16	-3.655787	2.175078	1.241388	-3.655787	2.175078	1.241388	-3.655787	2.175078	1.241388	23	In-direct	0	1	0	1	0
N	16	-1.767752	1.786514	0.815747	-1.766866	1.787235	0.816408	-1.768637	1.785794	0.815086	24	Hybrid	2	3	0	5	1
N	16	-1.762958	1.784946	0.815007	-1.762456	1.785203	0.816443	-1.763460	1.784689	0.813572	24	Hybrid	1	2	0	3	1
N	16	-1.353390	1.718338	0.744450	-1.352093	1.718709	0.744744	-1.354687	1.717966	0.744155	24	Hybrid	2	1	0	3	1
N	16	-1.373112	1.720062	0.746936	-1.372382	1.720691	0.747413	-1.373842	1.719433	0.746458	24	In-direct	0	3	0	3	1
N	16	-1.630697	1.761109	0.795700	-1.629969	1.761562	0.796269	-1.631426	1.760657	0.795131	24	Direct	2	0	0	2	1
N	16	-1.359842	1.719756	0.745732	-1.358860	1.719925	0.745760	-1.360824	1.719586	0.745705	24	Hybrid	1	1	0	2	0
N	16	-1.623693	1.767960	0.790244	-1.623693	1.767960	0.790244	-1.623693	1.767960	0.790244	24	In-direct	0	1	0	1	0
N	16	-1.625088	1.762822	0.786239	-1.625088	1.762822	0.786239	-1.625088	1.762822	0.786239	24	In-direct	0	1	0	1	0
N	16	-1.633095	1.759453	0.791493	-1.633095	1.759453	0.791493	-1.633095	1.759453	0.791493	24	Direct	1	0	0	1	0
N	16	-1.646798	1.761256	0.797658	-1.646798	1.761256	0.797658	-1.646798	1.761256	0.797658	24	Direct	1	0	0	1	0
N	16	-1.649982	1.768438	0.802885	-1.649982	1.768438	0.802885	-1.649982	1.768438	0.802885	24	Direct	1	0	0	1	0
N	16	-1.629985	1.769203	0.797727	-1.629985	1.769203	0.797727	-1.629985	1.769203	0.797727	24	In-direct	0	1	0	1	0
N	16	-1.765878	1.784140	0.808893	-1.765878	1.784140	0.808893	-1.765878	1.784140	0.808893	24	In-direct	0	1	0	1	0
N	16	-1.767351	1.786094	0.815963	-1.766866	1.786715	0.816408	-1.767835	1.785474	0.815518	24	Hybrid	2	1	0	3	1
N	16	-1.356996	1.717607	0.745164	-1.356996	1.717607	0.745164	-1.356996	1.717607	0.745164	24	In-direct	0	1	0	1	0
N	16	-1.354480	1.715653	0.745620	-1.354480	1.715653	0.745620	-1.354480	1.715653	0.745620	24	In-direct	0	1	0	1	0
N	16	-1.375394	1.722020	0.748288	-1.375394	1.722020	0.748288	-1.375394	1.722020	0.748288	24	Direct	1	0	0	1	0
N	16	-1.353809	1.715972	0.755851	-1.353809	1.715972	0.755851	-1.353809	1.715972	0.755851	24	In-direct	0	1	0	1	0
N	16	-1.538239	1.732856	0.755419	-1.538239	1.732856	0.755419	-1.538239	1.732856	0.755419	24	Direct	1	0	0	1	0
N	16	-1.520714	1.729845	0.762736	-1.520714	1.729845	0.762736	-1.520714	1.729845	0.762736	24	Direct	1	0	0	1	0
N	16	-1.756037	1.788548	0.812526	-1.756037	1.788548	0.812526	-1.756037	1.788548	0.812526	24	In-direct	0	1	1	0	0
Y	17	1.94771	2.18729	-3.3933	1.94813	2.18758	-3.39302	1.94729	2.187	-3.39358	3	In-direct	0	3	0	3	1
N	17	2.763321	1.821163	-2.881549	2.763952	1.821819	-2.881242	2.762690	1.820506	-2.881856	3	Hybrid	1	2	0	3	1
N	17	1.693593	2.301676	-3.555250	1.694398	2.302125	-3.555023	1.692788	2.301226	-3.555478	3	Hybrid	1	1	0	2	1
N	17	1.971316	2.180433	-3.378042	1.971891	2.180554	-3.377596	1.970740	2.180313	-3.378488	3	In-direct	0	2	0	2	1
N	17	3.171984	1.649115	-2.629435	3.172336	1.649115	-2.628894	3.171632	1.649114	-2.629976	3	In-direct	0	2	0	2	1
N	17	3.592491	1.479374	-2.373671	3.592595	1.479489	-2.373380	3.592386	1.479258	-2.373961	3	Hybrid	1	1	0	2	1
N	17	2.914506	1.760760	-2.794417	2.914737	1.761138	-2.794378	2.914276	1.760383	-2.794457	3	Hybrid	1	1	0	2	0
N	17	3.630829	1.463107	-2.350907	3.630920	1.463165	-2.350848	3.630737	1.463050	-2.350966	3	Hybrid	1	1	0	2	0
N	17	1.791171	2.255873	-3.495180	1.791171	2.255873	-3.495180	1.791171	2.255873	-3.495180	3	In-direct	0	1	0	1	0
N	17	1.791126	2.260915	-3.492133	1.791126	2.260915	-3.492133	1.791126	2.260915	-3.492133	3	In-direct	0	1	0	1	0
N	17	2.231436	2.064174	-3.224183	2.231436	2.064174	-3.224183	2.231436	2.064174	-3.224183	3	In-direct	0	1	0	1	0
N	17	2.220754	2.063558	-3.224040	2.220754	2.063558	-3.224040	2.220754	2.063558	-3.224040	3	In-direct	0	1	0	1	0
N	17	2.214229	2.068154	-3.230152	2.214229	2.068154	-3.230152	2.214229	2.068154	-3.230152	3	In-direct	0	1	0	1	0
N	17	2.213852	2.069913	-3.226893	2.213852	2.069913	-3.226893	2.213852	2.069913	-3.226893	3	In-direct	0	1	0	1	0
N	17	2.208350	2.070931	-3.229315	2.208350	2.070931	-3.229315	2.208350	2.070931	-3.229315	3	In-direct	0	1	0	1	0
N	17	2.234060	2.061326	-3.213906	2.234060	2.061326	-3.213906	2.234060	2.061326	-3.213906	3	Direct	1	0	0	1	0
N	17	2.229797	2.061681	-3.221313	2.229797	2.061681	-3.221313	2.229797	2.061681	-3.221313	3	In-direct	0	1	0	1	0
N	17	2.116853	2.112717	-3.286564	2.116853	2.112717	-3.286564	2.116853	2.112717	-3.286564	3	In-direct	0	1	0	1	0
N	17	1.949919	2.188728	-3.390645	1.949919	2.188728	-3.390645	1.949919	2.188728	-3.390645	3	In-direct	0	1	0	1	0
N	17	1.933829	2.179553	-3.396062	1.933829	2.179553	-3.396062	1.933829	2.179553	-3.396062	3	Direct	1	0	0	1	0
N	17	1.941243	2.191411	-3.398303	1.941243	2.191411	-3.398303	1.941243	2.191411	-3.398303	3	Direct	1	0	0	1	0
N	17	2.750340	1.830521	-2.890372	2.750340	1.830521	-2.890372	2.750340	1.830521	-2.890372	3	In-direct	0	1	0	1	0
N	17	2.915636	1.762906	-2.792679	2.915636	1.762906	-2.792679	2.915636	1.762906	-2.792679	3	In-direct	0	1	0	1	0
N	17	2.913742	1.762078	-2.790347	2.913742	1.762078	-2.790347	2.913742	1.762078	-2.790347	3	Direct	1	0	0	1	0
N	17	2.899908	1.762240	-2.795814	2.899908	1.762240	-2.795814	2.899908	1.762240	-2.795814	3	Direct	1	0	0	1	0
N	17	3.174813	1.646495	-2.626757	3.174813	1.646495	-2.626757	3.174813	1.646495	-2.626757	3	Direct	1	0	0	1	0
N	17	3.196324	1.639156	-2.614461	3.196324	1.639156	-2.614461	3.196324	1.639156	-2.614461	3	In-direct	0	1	0	1	0
N	17	3.618890	1.467644	-2.359617	3.618890	1.467644	-2.359617	3.618890	1.467644	-2.359617	3	In-direct	0	1	0	1	0
N	17	3.620908	1.464377	-2.350950	3.620908	1.464377	-2.350950	3.620908	1.464377	-2.350950	3	In-direct	0	1	0	1	0
N	17	3.593820	1.479584	-2.369388	3.593820	1.479584	-2.369388	3.593820	1.479584	-2.369388	3	In-direct	0	1	0	1	0
N	17	3.588108	1.482421	-2.378793	3.588108	1.482421	-2.378793	3.588108	1.482421	-2.378793	3	In-direct	0	1	0	1	0
N	17	3.580209	1.481391	-2.380834	3.580209	1.481391	-2.380834	3.580209	1.481391	-2.380834	3	In-direct	0	1	0	1	0
N	17	3.565115	1.491584	-2.394848	3.565115	1.491584	-2.394848	3.565115	1.491584	-2.394848	3	In-direct	0	1	0	1	0
N	17	3.552162	1.491478	-2.395700	3.552162	1.491478	-2.395700	3.552162	1.491478	-2.395700	3	In-direct	0	1	0	1	0
N	17	1.945249	2.189630	-3.395786	1.945249	2.189630	-3.395786	1.945249	2.189630	-3.395786	3	Direct	1	0	1	0	0
N	17	2.914845	1.755813	-2.786582	2.914845	1.755813	-2.786582	2.914845	1.755813	-2.786582	3	In-direct	0	1	1	0	0
N	17	3.554034	1.495743	-2.393111	3.554034	1.495743	-2.393111	3.554034	1.495743	-2.393111	3	Direct	1	0	1	0	0
Y	18	0.0716404	-1.94427	-3.52686	0.0716404	-1.94427	-3.52686	0.0716404	-1.94427	-3.52686	0	In-direct	0	1	0	1	0
N	18	0.108648	-2.062951	-3.581287	0.108648	-2.062951	-3.581287	0.108648	-2.062951	-3.581287	0	In-direct	0	1	0	1	0
N	18	0.172471	-2.264685	-3.671657	0.172471	-2.264685	-3.671657	0.172471	-2.264685	-3.671657	0	In-direct	0	1	0	1	0
N	18	0.167197	-2.255298	-3.664599	0.167197	-2.255298	-3.664599	0.167197	-2.255298	-3.664599	0	In-direct	0	1	0	1	0
N	18	0.165799	-2.249340	-3.666823	0.165799	-2.249340	-3.666823	0.165799	-2.249340	-3.666823	0	In-direct	0	1	0	1	0
N	18	0.169090	-2.213057	-3.616693	0.169090	-2.213057	-3.616693	0.169090	-2.213057	-3.616693	0	In-direct	0	1	0	1	0
N	18	-0.242074	-0.910019	-3.060828	-0.241643	-0.909722	-3.060598	-0.242506	-0.910317	-3.061057	1	Hybrid	2	2	0	4	1
